Region,Market,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Germany,Ready-to-Eat Meals,Brand Preference,Iglo,percent,Statista Global Consumer Survey,,,,,,15,,,,,,,,
Germany,Ready-to-Eat Meals,Brand Preference,Knorr,percent,Statista Global Consumer Survey,,,,,,5,,,,,,,,
Germany,Ready-to-Eat Meals,Brand Preference,Maggi,percent,Statista Global Consumer Survey,,,,,,5,,,,,,,,
Germany,Ready-to-Eat Meals,Brand Preference,McCain,percent,Statista Global Consumer Survey,,,,,,5,,,,,,,,
Germany,Ready-to-Eat Meals,Brand Preference,Wagner,percent,Statista Global Consumer Survey,,,,,,10,,,,,,,,
Germany,Ready-to-Eat Meals,Price per Unit,Average,USD (US$),Statista,5.587,4.764,4.836,5.089,5.501,5.355,5.53,6.09,6.423,6.609,6.73,6.854,6.984,7.124
Germany,Ready-to-Eat Meals,Revenue,Total,billion USD (US$),Statista,6.551,5.697,5.926,6.231,6.933,6.792,7.153,7.947,8.536,8.93,9.276,9.634,9.973,10.32
Germany,Ready-to-Eat Meals,Revenue Change,Total,percent,Statista,,-13.036,4.02,5.147,11.266,-2.034,5.315,11.1,7.412,4.616,3.875,3.859,3.519,3.479
Germany,Ready-to-Eat Meals,Average Revenue per Capita,Total,USD (US$),Statista,80.43,69.65,72.09,75.38,83.41,81.33,85.37,94.72,101.8,106.6,110.9,115.4,119.6,123.8
Germany,Ready-to-Eat Meals,Online Revenue Share,Offline,percent,Statista,,,,99.269,99.013,98.667,98.205,96.619,95.8,94.839,93.737,92.515,,
Germany,Ready-to-Eat Meals,Online Revenue Share,Online,percent,Statista,,,,0.731,0.987,1.333,1.795,3.381,4.2,5.161,6.263,7.485,,
Germany,Ready-to-Eat Meals,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Ready-to-Eat Meals,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Ready-to-Eat Meals,Volume,Total,million kilograms,Statista,"1,172.476","1,195.743","1,225.366","1,224.431","1,260.346","1,268.419","1,293.476","1,304.937","1,329.024","1,351.189","1,378.212","1,405.662","1,428.11","1,448.013"
Germany,Ready-to-Eat Meals,Volume Change,Total,percent,Statista,,1.984,2.477,-0.076,2.933,0.641,1.975,0.886,1.846,1.668,2,1.992,1.597,1.394
Germany,Ready-to-Eat Meals,Average Volume per Capita,Total,kilograms,Statista,14.395,14.62,14.908,14.813,15.162,15.188,15.438,15.553,15.844,16.129,16.479,16.831,17.119,17.373
Germany,Convenience Food,Price per Unit,Average,USD (US$),Statista,5.622,4.788,4.853,5.101,5.508,5.356,5.525,6.08,6.412,6.598,6.719,6.842,6.972,7.112
Germany,Convenience Food,Price per Unit,Ready-to-Eat Meals,USD (US$),Statista,5.587,4.764,4.836,5.089,5.501,5.355,5.53,6.09,6.423,6.609,6.73,6.854,6.984,7.124
Germany,Convenience Food,Price per Unit,Soups,USD (US$),Statista,5.787,4.899,4.938,5.16,5.541,5.358,5.503,6.03,6.359,6.544,6.664,6.786,6.915,7.054
Germany,Convenience Food,Revenue,Total,billion USD (US$),Statista,7.978,6.936,7.137,7.524,8.372,8.2,8.635,9.593,10.31,10.79,11.21,11.65,12.07,12.47
Germany,Convenience Food,Revenue,Ready-to-Eat Meals,billion USD (US$),Statista,6.551,5.697,5.926,6.231,6.933,6.792,7.153,7.947,8.536,8.93,9.276,9.634,9.973,10.32
Germany,Convenience Food,Revenue,Soups,billion USD (US$),Statista,1.427,1.239,1.211,1.293,1.438,1.408,1.482,1.645,1.774,1.862,1.939,2.017,2.093,2.15
Germany,Convenience Food,Revenue Change,Total,percent,Statista,,-13.061,2.898,5.422,11.271,-2.054,5.305,11.094,7.474,4.656,3.892,3.925,3.605,3.314
Germany,Convenience Food,Revenue Change,Ready-to-Eat Meals,percent,Statista,,-13.036,4.02,5.147,11.266,-2.034,5.315,11.1,7.412,4.616,3.875,3.859,3.519,3.479
Germany,Convenience Food,Revenue Change,Soups,percent,Statista,,-13.174,-2.26,6.771,11.214,-2.086,5.256,10.999,7.842,4.961,4.135,4.023,3.768,2.723
Germany,Convenience Food,Average Revenue per Capita,Total,USD (US$),Statista,97.94,84.8,86.83,91.03,100.7,98.19,103.1,114.3,122.9,128.8,134.1,139.5,144.6,149.6
Germany,Convenience Food,Average Revenue per Capita,Ready-to-Eat Meals,USD (US$),Statista,80.43,69.65,72.09,75.38,83.41,81.33,85.37,94.72,101.8,106.6,110.9,115.4,119.6,123.8
Germany,Convenience Food,Average Revenue per Capita,Soups,USD (US$),Statista,17.52,15.15,14.74,15.65,17.3,16.86,17.68,19.61,21.15,22.23,23.18,24.16,25.09,25.8
Germany,Convenience Food,Online Revenue Share,Offline,percent,Statista,,,,99.286,99.033,98.693,98.236,96.673,95.859,94.901,93.802,92.58,,
Germany,Convenience Food,Online Revenue Share,Online,percent,Statista,,,,0.714,0.967,1.307,1.764,3.327,4.141,5.099,6.198,7.42,,
Germany,Convenience Food,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Convenience Food,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Convenience Food,Volume,Total,million kilograms,Statista,"1,419.016","1,448.622","1,470.65","1,475.068","1,519.883","1,531.17","1,562.741","1,577.783","1,607.991","1,635.794","1,669.123","1,702.966","1,730.791","1,752.845"
Germany,Convenience Food,Volume,Ready-to-Eat Meals,million kilograms,Statista,"1,172.476","1,195.743","1,225.366","1,224.431","1,260.346","1,268.419","1,293.476","1,304.937","1,329.024","1,351.189","1,378.212","1,405.662","1,428.11","1,448.013"
Germany,Convenience Food,Volume,Soups,million kilograms,Statista,246.539,252.879,245.284,250.637,259.536,262.751,269.265,272.846,278.968,284.605,290.911,297.304,302.681,304.832
Germany,Convenience Food,Volume Change,Total,percent,Statista,,2.086,1.521,0.3,3.038,0.743,2.062,0.963,1.915,1.729,2.037,2.028,1.634,1.274
Germany,Convenience Food,Volume Change,Ready-to-Eat Meals,percent,Statista,,1.984,2.477,-0.076,2.933,0.641,1.975,0.886,1.846,1.668,2,1.992,1.597,1.394
Germany,Convenience Food,Volume Change,Soups,percent,Statista,,2.571,-3.003,2.182,3.551,1.238,2.479,1.33,2.244,2.021,2.216,2.198,1.809,0.711
Germany,Convenience Food,Average Volume per Capita,Total,kilograms,Statista,17.422,17.712,17.892,17.845,18.284,18.334,18.652,18.805,19.169,19.526,19.957,20.391,20.747,21.031
Germany,Convenience Food,Average Volume per Capita,Ready-to-Eat Meals,kilograms,Statista,14.395,14.62,14.908,14.813,15.162,15.188,15.438,15.553,15.844,16.129,16.479,16.831,17.119,17.373
Germany,Convenience Food,Average Volume per Capita,Soups,kilograms,Statista,3.027,3.092,2.984,3.032,3.122,3.146,3.214,3.252,3.326,3.397,3.478,3.56,3.628,3.657
Germany,Spreads & Sweeteners,Price per Unit,Average,USD (US$),Statista,3.779,3.17,3.163,3.274,3.482,3.335,3.415,3.733,4.046,4.09,4.185,4.284,4.351,4.471
Germany,Spreads & Sweeteners,Price per Unit,Spreads,USD (US$),Statista,5.954,5.031,5.044,5.251,5.609,5.388,5.508,6.012,6.366,6.499,6.607,6.719,6.842,6.945
Germany,Spreads & Sweeteners,Price per Unit,Sweeteners,USD (US$),Statista,3.064,2.525,2.477,2.519,2.632,2.476,2.496,2.684,2.893,2.872,2.902,2.935,2.98,2.972
Germany,Spreads & Sweeteners,Revenue,Total,billion USD (US$),Statista,2.349,2.028,2.021,2.084,2.268,2.173,2.228,2.409,2.389,2.59,2.634,2.675,2.786,2.904
Germany,Spreads & Sweeteners,Revenue,Spreads,billion USD (US$),Statista,0.916,0.828,0.861,0.924,1.044,1.035,1.097,1.223,1.248,1.382,1.44,1.496,1.555,1.703
Germany,Spreads & Sweeteners,Revenue,Sweeteners,billion USD (US$),Statista,1.433,1.2,1.16,1.16,1.224,1.138,1.131,1.186,1.141,1.208,1.195,1.18,1.231,1.202
Germany,Spreads & Sweeteners,Revenue Change,Total,percent,Statista,,-13.665,-0.345,3.117,8.829,-4.189,2.531,8.124,-0.83,8.414,1.699,1.557,4.15,4.235
Germany,Spreads & Sweeteners,Revenue Change,Spreads,percent,Statista,,-9.628,4.022,7.339,12.938,-0.862,5.99,11.486,2.044,10.737,4.197,3.889,3.944,9.518
Germany,Spreads & Sweeteners,Revenue Change,Sweeteners,percent,Statista,,-16.26,-3.333,0,5.517,-7.026,-0.615,4.863,-3.794,5.872,-1.076,-1.255,4.322,-2.356
Germany,Spreads & Sweeteners,Average Revenue per Capita,Total,USD (US$),Statista,28.84,24.79,24.59,25.22,27.28,26.02,26.59,28.71,28.48,30.92,31.5,32.03,33.4,34.85
Germany,Spreads & Sweeteners,Average Revenue per Capita,Spreads,USD (US$),Statista,11.25,10.12,10.48,11.18,12.56,12.4,13.09,14.57,14.88,16.5,17.21,17.91,18.64,20.43
Germany,Spreads & Sweeteners,Average Revenue per Capita,Sweeteners,USD (US$),Statista,17.59,14.67,14.11,14.03,14.73,13.62,13.5,14.14,13.6,14.42,14.28,14.12,14.76,14.42
Germany,Spreads & Sweeteners,Online Revenue Share,Offline,percent,Statista,,,,99.274,99.022,98.681,98.225,97.455,96.648,95.607,94.274,92.587,,
Germany,Spreads & Sweeteners,Online Revenue Share,Online,percent,Statista,,,,0.726,0.978,1.319,1.775,2.545,3.352,4.393,5.726,7.413,,
Germany,Spreads & Sweeteners,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Spreads & Sweeteners,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Spreads & Sweeteners,Volume,Total,million kilograms,Statista,621.642,639.686,638.925,636.651,651.224,651.624,652.378,645.332,590.369,633.396,629.567,624.476,640.307,649.569
Germany,Spreads & Sweeteners,Volume,Spreads,million kilograms,Statista,153.87,164.547,170.722,176.053,186.077,192.15,199.119,203.391,196.07,212.732,217.899,222.597,227.236,245.152
Germany,Spreads & Sweeteners,Volume,Sweeteners,million kilograms,Statista,467.773,475.138,468.203,460.597,465.147,459.475,453.258,441.941,394.299,420.664,411.668,401.879,413.071,404.417
Germany,Spreads & Sweeteners,Volume Change,Total,percent,Statista,,2.903,-0.119,-0.356,2.289,0.061,0.116,-1.08,-8.517,7.288,-0.605,-0.809,2.535,1.447
Germany,Spreads & Sweeteners,Volume Change,Spreads,percent,Statista,,6.939,3.753,3.123,5.693,3.264,3.627,2.145,-3.599,8.498,2.429,2.156,2.084,7.885
Germany,Spreads & Sweeteners,Volume Change,Sweeteners,percent,Statista,,1.575,-1.46,-1.624,0.988,-1.22,-1.353,-2.497,-10.78,6.687,-2.138,-2.378,2.785,-2.095
Germany,Spreads & Sweeteners,Average Volume per Capita,Total,kilograms,Statista,7.632,7.821,7.773,7.702,7.834,7.802,7.786,7.692,7.038,7.561,7.527,7.477,7.675,7.794
Germany,Spreads & Sweeteners,Average Volume per Capita,Spreads,kilograms,Statista,1.889,2.012,2.077,2.13,2.239,2.301,2.377,2.424,2.337,2.539,2.605,2.665,2.724,2.941
Germany,Spreads & Sweeteners,Average Volume per Capita,Sweeteners,kilograms,Statista,5.743,5.809,5.696,5.572,5.596,5.502,5.41,5.267,4.701,5.021,4.922,4.812,4.952,4.852
Germany,Soups,Price per Unit,Average,USD (US$),Statista,5.787,4.899,4.938,5.16,5.541,5.358,5.503,6.03,6.359,6.544,6.664,6.786,6.915,7.054
Germany,Soups,Revenue,Total,billion USD (US$),Statista,1.427,1.239,1.211,1.293,1.438,1.408,1.482,1.645,1.774,1.862,1.939,2.017,2.093,2.15
Germany,Soups,Revenue Change,Total,percent,Statista,,-13.174,-2.26,6.771,11.214,-2.086,5.256,10.999,7.842,4.961,4.135,4.023,3.768,2.723
Germany,Soups,Average Revenue per Capita,Total,USD (US$),Statista,17.52,15.15,14.74,15.65,17.3,16.86,17.68,19.61,21.15,22.23,23.18,24.16,25.09,25.8
Germany,Soups,Online Revenue Share,Offline,percent,Statista,,,,99.366,99.133,98.817,98.388,96.93,96.143,95.206,94.118,92.893,,
Germany,Soups,Online Revenue Share,Online,percent,Statista,,,,0.634,0.867,1.183,1.612,3.07,3.857,4.794,5.882,7.107,,
Germany,Soups,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Soups,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Soups,Volume,Total,million kilograms,Statista,246.539,252.879,245.284,250.637,259.536,262.751,269.265,272.846,278.968,284.605,290.911,297.304,302.681,304.832
Germany,Soups,Volume Change,Total,percent,Statista,,2.571,-3.003,2.182,3.551,1.238,2.479,1.33,2.244,2.021,2.216,2.198,1.809,0.711
Germany,Soups,Average Volume per Capita,Total,kilograms,Statista,3.027,3.092,2.984,3.032,3.122,3.146,3.214,3.252,3.326,3.397,3.478,3.56,3.628,3.657
Germany,Spreads,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,8.96,,,,,,
Germany,Spreads,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,18.043,,,,,,
Germany,Spreads,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,20.621,,,,,,
Germany,Spreads,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.011,,,,,,
Germany,Spreads,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.362,,,,,,
Germany,Spreads,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,35.363,,,,,,
Germany,Spreads,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,30.301,,,,,,
Germany,Spreads,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,34.337,,,,,,
Germany,Spreads,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,51.025,,,,,,
Germany,Spreads,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,48.975,,,,,,
Germany,Spreads,Price per Unit,Average,USD (US$),Statista,5.954,5.031,5.044,5.251,5.609,5.388,5.508,6.012,6.366,6.499,6.607,6.719,6.842,6.945
Germany,Spreads,Price per Unit,Chocolate Spreads,USD (US$),Statista,6.306,5.406,5.515,5.832,6.335,6.196,6.415,7.083,7.47,7.687,7.828,7.971,8.123,8.286
Germany,Spreads,Price per Unit,Jams & Marmalades,USD (US$),Statista,5.659,4.718,4.683,4.819,5.096,4.852,4.939,5.363,5.656,5.82,5.927,6.035,6.15,6.273
Germany,Spreads,Price per Unit,Peanut Butter,USD (US$),Statista,5.984,5.14,5.253,5.565,6.055,5.932,6.133,6.769,7.139,7.346,7.48,7.617,7.762,7.918
Germany,Spreads,Revenue,Total,million USD (US$),Statista,916.1,827.9,861.2,924.4,"1,044","1,035","1,097","1,223","1,248","1,382","1,440","1,496","1,555","1,703"
Germany,Spreads,Revenue,Chocolate Spreads,million USD (US$),Statista,432.3,394.9,396.8,422.4,469.9,456.2,472.2,519.6,547.8,567.2,581.8,596,616.3,642.4
Germany,Spreads,Revenue,Jams & Marmalades,million USD (US$),Statista,466.1,416.8,447.5,482.8,551.6,556.8,600.5,675.6,670.5,783.5,824.2,863.8,901.5,"1,019"
Germany,Spreads,Revenue,Peanut Butter,million USD (US$),Statista,17.64,16.22,16.92,19.17,22.21,22.4,24.07,27.52,29.92,31.75,33.75,35.83,37.05,41.16
Germany,Spreads,Revenue Change,Total,percent,Statista,,-9.628,4.022,7.339,12.938,-0.862,5.99,11.486,2.044,10.737,4.197,3.889,3.944,9.518
Germany,Spreads,Revenue Change,Chocolate Spreads,percent,Statista,,-8.651,0.481,6.452,11.245,-2.916,3.507,10.038,5.427,3.541,2.574,2.441,3.406,4.235
Germany,Spreads,Revenue Change,Jams & Marmalades,percent,Statista,,-10.577,7.366,7.888,14.25,0.943,7.848,12.506,-0.755,16.853,5.195,4.805,4.364,13.034
Germany,Spreads,Revenue Change,Peanut Butter,percent,Statista,,-8.05,4.316,13.298,15.858,0.855,7.455,14.333,8.721,6.116,6.299,6.163,3.405,11.093
Germany,Spreads,Average Revenue per Capita,Total,USD (US$),Statista,11.25,10.12,10.48,11.18,12.56,12.4,13.09,14.57,14.88,16.5,17.21,17.91,18.64,20.43
Germany,Spreads,Average Revenue per Capita,Chocolate Spreads,USD (US$),Statista,5.308,4.829,4.827,5.11,5.653,5.462,5.636,6.193,6.531,6.77,6.956,7.136,7.387,7.708
Germany,Spreads,Average Revenue per Capita,Jams & Marmalades,USD (US$),Statista,5.722,5.096,5.444,5.841,6.636,6.667,7.167,8.052,7.993,9.353,9.855,10.34,10.81,12.23
Germany,Spreads,Average Revenue per Capita,Peanut Butter,USD (US$),Statista,0.216,0.198,0.206,0.232,0.267,0.268,0.287,0.328,0.357,0.379,0.404,0.429,0.444,0.494
Germany,Spreads,Online Revenue Share,Offline,percent,Statista,,,,99.331,99.09,98.763,98.322,97.584,96.793,95.764,94.44,92.754,,
Germany,Spreads,Online Revenue Share,Online,percent,Statista,,,,0.669,0.91,1.237,1.678,2.416,3.207,4.236,5.56,7.246,,
Germany,Spreads,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Spreads,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Spreads,Volume,Total,million kilograms,Statista,153.87,164.547,170.722,176.053,186.077,192.15,199.119,203.391,196.07,212.732,217.899,222.597,227.236,245.152
Germany,Spreads,Volume,Chocolate Spreads,million kilograms,Statista,68.564,73.061,71.948,72.429,74.168,73.627,73.61,73.355,73.331,73.784,74.321,74.766,75.87,77.533
Germany,Spreads,Volume,Jams & Marmalades,million kilograms,Statista,82.358,88.33,95.553,100.178,108.241,114.746,121.584,125.97,118.548,134.625,139.066,143.128,146.593,162.421
Germany,Spreads,Volume,Peanut Butter,million kilograms,Statista,2.947,3.156,3.221,3.445,3.667,3.776,3.925,4.066,4.191,4.323,4.512,4.704,4.773,5.198
Germany,Spreads,Volume Change,Total,percent,Statista,,6.939,3.753,3.123,5.693,3.264,3.627,2.145,-3.599,8.498,2.429,2.156,2.084,7.885
Germany,Spreads,Volume Change,Chocolate Spreads,percent,Statista,,6.559,-1.524,0.669,2.4,-0.729,-0.023,-0.346,-0.033,0.618,0.728,0.598,1.477,2.192
Germany,Spreads,Volume Change,Jams & Marmalades,percent,Statista,,7.251,8.177,4.841,8.049,6.01,5.959,3.607,-5.892,13.562,3.299,2.921,2.421,10.798
Germany,Spreads,Volume Change,Peanut Butter,percent,Statista,,7.078,2.075,6.961,6.44,2.963,3.955,3.571,3.081,3.143,4.373,4.254,1.476,8.901
Germany,Spreads,Average Volume per Capita,Total,kilograms,Statista,1.889,2.012,2.077,2.13,2.239,2.301,2.377,2.424,2.337,2.539,2.605,2.665,2.724,2.941
Germany,Spreads,Average Volume per Capita,Chocolate Spreads,kilograms,Statista,0.842,0.893,0.875,0.876,0.892,0.882,0.879,0.874,0.874,0.881,0.889,0.895,0.909,0.93
Germany,Spreads,Average Volume per Capita,Jams & Marmalades,kilograms,Statista,1.011,1.08,1.163,1.212,1.302,1.374,1.451,1.501,1.413,1.607,1.663,1.714,1.757,1.949
Germany,Spreads,Average Volume per Capita,Peanut Butter,kilograms,Statista,0.036,0.039,0.039,0.042,0.044,0.045,0.047,0.048,0.05,0.052,0.054,0.056,0.057,0.062
Germany,Sweeteners,Price per Unit,Average,USD (US$),Statista,3.064,2.525,2.477,2.519,2.632,2.476,2.496,2.684,2.893,2.872,2.902,2.935,2.98,2.972
Germany,Sweeteners,Price per Unit,Artificial Sweeteners,USD (US$),Statista,22.11,18.86,19.12,20.07,21.63,20.96,21.62,23.78,25.08,25.8,26.28,26.76,27.26,27.81
Germany,Sweeteners,Price per Unit,Honey,USD (US$),Statista,8.372,7.17,7.311,7.73,8.399,8.217,8.493,9.369,9.881,10.17,10.35,10.54,10.74,10.96
Germany,Sweeteners,Price per Unit,Sugar,USD (US$),Statista,2.116,1.741,1.705,1.731,1.807,1.698,1.712,1.843,1.943,2,2.036,2.074,2.113,2.156
Germany,Sweeteners,Revenue,Total,billion USD (US$),Statista,1.433,1.2,1.16,1.16,1.224,1.138,1.131,1.186,1.141,1.208,1.195,1.18,1.231,1.202
Germany,Sweeteners,Revenue,Artificial Sweeteners,billion USD (US$),Statista,0.173,0.142,0.135,0.132,0.137,0.124,0.121,0.124,0.123,0.119,0.114,0.108,0.112,0.102
Germany,Sweeteners,Revenue,Honey,billion USD (US$),Statista,0.383,0.321,0.311,0.312,0.329,0.306,0.305,0.32,0.325,0.32,0.313,0.306,0.317,0.294
Germany,Sweeteners,Revenue,Sugar,billion USD (US$),Statista,0.876,0.736,0.714,0.716,0.758,0.707,0.705,0.742,0.693,0.769,0.768,0.765,0.802,0.806
Germany,Sweeteners,Revenue Change,Total,percent,Statista,,-16.26,-3.333,0,5.517,-7.026,-0.615,4.863,-3.794,5.872,-1.076,-1.255,4.322,-2.356
Germany,Sweeteners,Revenue Change,Artificial Sweeteners,percent,Statista,,-17.935,-5.2,-2.001,3.404,-8.998,-2.733,2.562,-0.725,-3.571,-4.377,-4.489,3.594,-9.342
Germany,Sweeteners,Revenue Change,Honey,percent,Statista,,-16.197,-3.175,0.161,5.68,-6.954,-0.424,5.015,1.342,-1.386,-2.186,-2.139,3.426,-7.224
Germany,Sweeteners,Revenue Change,Sugar,percent,Statista,,-16.022,-3.03,0.364,5.85,-6.767,-0.241,5.191,-6.579,10.983,-0.143,-0.417,4.852,0.524
Germany,Sweeteners,Average Revenue per Capita,Total,USD (US$),Statista,17.59,14.67,14.11,14.03,14.73,13.62,13.5,14.14,13.6,14.42,14.28,14.12,14.76,14.42
Germany,Sweeteners,Average Revenue per Capita,Artificial Sweeteners,USD (US$),Statista,2.129,1.74,1.641,1.6,1.644,1.489,1.444,1.48,1.468,1.418,1.358,1.299,1.347,1.222
Germany,Sweeteners,Average Revenue per Capita,Honey,USD (US$),Statista,4.707,3.929,3.784,3.77,3.961,3.669,3.642,3.819,3.87,3.822,3.745,3.67,3.8,3.529
Germany,Sweeteners,Average Revenue per Capita,Sugar,USD (US$),Statista,10.76,8.998,8.682,8.665,9.12,8.462,8.416,8.84,8.26,9.18,9.181,9.156,9.611,9.67
Germany,Sweeteners,Online Revenue Share,Offline,percent,Statista,,,,99.229,98.963,98.607,98.131,97.322,96.49,95.424,94.07,92.37,,
Germany,Sweeteners,Online Revenue Share,Online,percent,Statista,,,,0.771,1.037,1.393,1.869,2.678,3.51,4.576,5.93,7.63,,
Germany,Sweeteners,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Sweeteners,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Sweeteners,Volume,Total,million kilograms,Statista,467.773,475.138,468.203,460.597,465.147,459.475,453.258,441.941,394.299,420.664,411.668,401.879,413.071,404.417
Germany,Sweeteners,Volume,Artificial Sweeteners,million kilograms,Statista,7.843,7.548,7.054,6.587,6.319,5.932,5.597,5.221,4.911,4.605,4.323,4.055,4.122,3.662
Germany,Sweeteners,Volume,Honey,million kilograms,Statista,45.788,44.816,42.544,40.313,39.205,37.288,35.927,34.2,32.857,31.491,30.252,29.066,29.505,26.834
Germany,Sweeteners,Volume,Sugar,million kilograms,Statista,414.142,422.775,418.605,413.697,419.624,416.255,411.735,402.52,356.531,384.569,377.094,368.758,379.444,373.921
Germany,Sweeteners,Volume Change,Total,percent,Statista,,1.575,-1.46,-1.624,0.988,-1.22,-1.353,-2.497,-10.78,6.687,-2.138,-2.378,2.785,-2.095
Germany,Sweeteners,Volume Change,Artificial Sweeteners,percent,Statista,,-3.761,-6.539,-6.618,-4.075,-6.125,-5.646,-6.713,-5.933,-6.238,-6.135,-6.192,1.654,-11.153
Germany,Sweeteners,Volume Change,Honey,percent,Statista,,-2.124,-5.068,-5.245,-2.747,-4.89,-3.651,-4.807,-3.927,-4.158,-3.933,-3.92,1.509,-9.053
Germany,Sweeteners,Volume Change,Sugar,percent,Statista,,2.085,-0.986,-1.172,1.432,-0.803,-1.086,-2.238,-11.425,7.864,-1.944,-2.211,2.898,-1.456
Germany,Sweeteners,Average Volume per Capita,Total,kilograms,Statista,5.743,5.809,5.696,5.572,5.596,5.502,5.41,5.267,4.701,5.021,4.922,4.812,4.952,4.852
Germany,Sweeteners,Average Volume per Capita,Artificial Sweeteners,kilograms,Statista,0.096,0.092,0.086,0.08,0.076,0.071,0.067,0.062,0.059,0.055,0.052,0.049,0.049,0.044
Germany,Sweeteners,Average Volume per Capita,Honey,kilograms,Statista,0.562,0.548,0.518,0.488,0.472,0.446,0.429,0.408,0.392,0.376,0.362,0.348,0.354,0.322
Germany,Sweeteners,Average Volume per Capita,Sugar,kilograms,Statista,5.085,5.169,5.093,5.005,5.048,4.984,4.914,4.798,4.25,4.591,4.509,4.415,4.548,4.486
Germany,Confectionery & Snacks,Price per Unit,Average,USD (US$),Statista,8.235,6.935,6.978,7.255,7.751,7.44,7.627,8.332,8.791,9.048,9.227,9.409,9.585,9.803
Germany,Confectionery & Snacks,Price per Unit,Confectionery,USD (US$),Statista,8.364,7.073,7.159,7.481,8.032,7.744,7.954,8.705,9.191,9.462,9.651,9.843,10.03,10.28
Germany,Confectionery & Snacks,Price per Unit,Snack Food,USD (US$),Statista,7.714,6.374,6.266,6.387,6.689,6.306,6.414,6.948,7.327,7.54,7.683,7.829,7.976,8.136
Germany,Confectionery & Snacks,Revenue,Total,billion USD (US$),Statista,17.05,14.74,15.13,15.9,17.62,17.2,18.05,19.99,21.57,22.66,23.62,24.62,25.59,27
Germany,Confectionery & Snacks,Revenue,Confectionery,billion USD (US$),Statista,13.88,12.06,12.38,13.01,14.44,14.11,14.83,16.45,17.72,18.59,19.39,20.21,20.99,22.05
Germany,Confectionery & Snacks,Revenue,Snack Food,billion USD (US$),Statista,3.17,2.676,2.749,2.882,3.182,3.09,3.224,3.546,3.858,4.067,4.239,4.414,4.607,4.953
Germany,Confectionery & Snacks,Revenue Change,Total,percent,Statista,,-13.548,2.646,5.089,10.818,-2.384,4.942,10.748,7.904,5.053,4.237,4.234,3.94,5.51
Germany,Confectionery & Snacks,Revenue Change,Confectionery,percent,Statista,,-13.112,2.653,5.089,10.992,-2.285,5.103,10.924,7.72,4.91,4.303,4.229,3.859,5.05
Germany,Confectionery & Snacks,Revenue Change,Snack Food,percent,Statista,,-15.584,2.728,4.838,10.409,-2.891,4.337,9.988,8.799,5.417,4.229,4.128,4.372,7.51
Germany,Confectionery & Snacks,Average Revenue per Capita,Total,USD (US$),Statista,209.3,180.2,184.1,192.3,212,205.9,215.5,238.3,257.2,270.4,282.5,294.8,306.8,323.9
Germany,Confectionery & Snacks,Average Revenue per Capita,Confectionery,USD (US$),Statista,170.4,147.5,150.7,157.4,173.7,168.9,177,196,211.2,221.9,231.8,242,251.6,264.5
