Region,Market,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Czechia,Ready-to-Eat Meals,Volume Change,Total,percent,Statista,,4.242,1.514,3.836,0.607,5.533,2.092,2.611,2.743,2.684,3.065,2.89,2.125,4.556
Czechia,Ready-to-Eat Meals,Average Volume per Capita,Total,kilograms,Statista,12.226,12.732,12.904,13.371,13.421,14.132,14.401,14.756,15.143,15.537,16.003,16.459,16.806,17.572
Czechia,Soups,Price per Unit,Average,USD (US$),Statista,6.941,5.677,5.551,5.73,6.06,5.675,5.669,6.193,6.748,6.903,7.041,7.182,7.325,7.472
Czechia,Soups,Revenue,Total,million USD (US$),Statista,118.7,91.99,99.08,100.2,103.8,100.5,98.24,106.2,114.8,116.6,118.2,119.7,126.6,126.1
Czechia,Soups,Revenue Change,Total,percent,Statista,,-22.502,7.707,1.13,3.593,-3.179,-2.249,8.103,8.098,1.568,1.372,1.269,5.764,-0.395
Czechia,Soups,Average Revenue per Capita,Total,USD (US$),Statista,11.21,8.677,9.33,9.414,9.733,9.398,9.173,9.904,10.7,10.85,10.99,11.13,11.76,11.72
Czechia,Soups,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.713,99.684,99.651,99.615,99.575,99.529,,
Czechia,Soups,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.287,0.316,0.349,0.385,0.425,0.471,,
Czechia,Soups,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Soups,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Soups,Volume,Total,million kilograms,Statista,17.102,16.204,17.848,17.482,17.131,17.703,17.327,17.153,17.019,16.897,16.783,16.671,17.277,16.881
Czechia,Soups,Volume Change,Total,percent,Statista,,-5.249,10.145,-2.047,-2.008,3.336,-2.121,-1.008,-0.777,-0.72,-0.673,-0.666,3.633,-2.291
Czechia,Soups,Average Volume per Capita,Total,kilograms,Statista,1.615,1.528,1.681,1.643,1.606,1.656,1.618,1.599,1.585,1.572,1.561,1.55,1.606,1.569
Czechia,Convenience Food,Price per Unit,Average,USD (US$),Statista,4.337,3.666,3.75,4.024,4.439,4.345,4.44,4.974,5.416,5.536,5.642,5.751,5.867,5.976
Czechia,Convenience Food,Price per Unit,Ready-to-Eat Meals,USD (US$),Statista,3.993,3.424,3.516,3.814,4.245,4.189,4.302,4.842,5.277,5.398,5.506,5.616,5.728,5.843
Czechia,Convenience Food,Price per Unit,Soups,USD (US$),Statista,6.941,5.677,5.551,5.73,6.06,5.675,5.669,6.193,6.748,6.903,7.041,7.182,7.325,7.472
Czechia,Convenience Food,Revenue,Total,billion USD (US$),Statista,0.636,0.554,0.581,0.643,0.712,0.733,0.762,0.873,0.973,1.018,1.066,1.114,1.162,1.231
Czechia,Convenience Food,Revenue,Ready-to-Eat Meals,billion USD (US$),Statista,0.517,0.462,0.482,0.543,0.608,0.633,0.663,0.766,0.858,0.901,0.947,0.994,1.036,1.105
Czechia,Convenience Food,Revenue,Soups,billion USD (US$),Statista,0.119,0.092,0.099,0.1,0.104,0.101,0.098,0.106,0.115,0.117,0.118,0.12,0.127,0.126
Czechia,Convenience Food,Revenue Change,Total,percent,Statista,,-12.821,4.8,10.692,10.67,3.064,3.873,14.546,11.496,4.646,4.715,4.503,4.309,5.938
Czechia,Convenience Food,Revenue Change,Ready-to-Eat Meals,percent,Statista,,-10.6,4.219,12.663,11.977,4.13,4.851,15.494,11.954,5.047,5.126,4.95,4.194,6.66
Czechia,Convenience Food,Revenue Change,Soups,percent,Statista,,-22.502,7.707,1.13,3.593,-3.179,-2.249,8.103,8.098,1.568,1.372,1.269,5.764,-0.395
Czechia,Convenience Food,Average Revenue per Capita,Total,USD (US$),Statista,60.02,52.28,54.7,60.42,66.71,68.6,71.13,81.36,90.6,94.72,99.1,103.6,108,114.4
Czechia,Convenience Food,Average Revenue per Capita,Ready-to-Eat Meals,USD (US$),Statista,48.81,43.6,45.37,51,56.97,59.2,61.96,71.45,79.9,83.86,88.11,92.43,96.27,102.7
Czechia,Convenience Food,Average Revenue per Capita,Soups,USD (US$),Statista,11.21,8.677,9.33,9.414,9.733,9.398,9.173,9.904,10.7,10.85,10.99,11.13,11.76,11.72
Czechia,Convenience Food,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.712,99.683,99.65,99.614,99.574,99.529,,
Czechia,Convenience Food,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.288,0.317,0.35,0.386,0.426,0.471,,
Czechia,Convenience Food,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Convenience Food,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Convenience Food,Volume,Total,million kilograms,Statista,146.589,151.184,154.872,159.762,160.275,168.767,171.551,175.402,179.61,183.852,188.856,193.717,198.086,205.928
Czechia,Convenience Food,Volume,Ready-to-Eat Meals,million kilograms,Statista,129.488,134.98,137.024,142.28,143.143,151.064,154.223,158.25,162.591,166.955,172.073,177.046,180.808,189.046
Czechia,Convenience Food,Volume,Soups,million kilograms,Statista,17.102,16.204,17.848,17.482,17.131,17.703,17.327,17.153,17.019,16.897,16.783,16.671,17.277,16.881
Czechia,Convenience Food,Volume Change,Total,percent,Statista,,3.135,2.439,3.158,0.321,5.298,1.65,2.245,2.399,2.362,2.721,2.574,2.255,3.959
Czechia,Convenience Food,Volume Change,Ready-to-Eat Meals,percent,Statista,,4.242,1.514,3.836,0.607,5.533,2.092,2.611,2.743,2.684,3.065,2.89,2.125,4.556
Czechia,Convenience Food,Volume Change,Soups,percent,Statista,,-5.249,10.145,-2.047,-2.008,3.336,-2.121,-1.008,-0.777,-0.72,-0.673,-0.666,3.633,-2.291
Czechia,Convenience Food,Average Volume per Capita,Total,kilograms,Statista,13.841,14.261,14.585,15.014,15.027,15.788,16.019,16.355,16.728,17.109,17.564,18.009,18.411,19.141
Czechia,Convenience Food,Average Volume per Capita,Ready-to-Eat Meals,kilograms,Statista,12.226,12.732,12.904,13.371,13.421,14.132,14.401,14.756,15.143,15.537,16.003,16.459,16.806,17.572
Czechia,Convenience Food,Average Volume per Capita,Soups,kilograms,Statista,1.615,1.528,1.681,1.643,1.606,1.656,1.618,1.599,1.585,1.572,1.561,1.55,1.606,1.569
Czechia,Spreads,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,12.109,,,,,,
Czechia,Spreads,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,21.094,,,,,,
Czechia,Spreads,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,28.516,,,,,,
Czechia,Spreads,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,25,,,,,,
Czechia,Spreads,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,13.281,,,,,,
Czechia,Spreads,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,38.462,,,,,,
Czechia,Spreads,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,27.404,,,,,,
Czechia,Spreads,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,34.135,,,,,,
Czechia,Spreads,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,48.438,,,,,,
Czechia,Spreads,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,51.562,,,,,,
Czechia,Spreads,Price per Unit,Average,USD (US$),Statista,2.75,2.321,2.335,2.49,2.725,2.646,2.693,3.006,3.3,3.346,3.401,3.458,3.525,3.564
Czechia,Spreads,Price per Unit,Chocolate Spreads,USD (US$),Statista,4.855,4.163,4.272,4.633,5.155,5.085,5.238,5.907,6.436,6.584,6.716,6.85,6.987,7.127
Czechia,Spreads,Price per Unit,Jams & Marmalades,USD (US$),Statista,2.453,2.075,2.101,2.248,2.469,2.404,2.449,2.735,2.98,3.048,3.109,3.171,3.235,3.3
Czechia,Spreads,Price per Unit,Peanut Butter,USD (US$),Statista,4.072,3.491,3.583,3.886,4.323,4.265,4.393,4.954,5.398,5.522,5.632,5.745,5.86,5.977
Czechia,Spreads,Revenue,Total,million USD (US$),Statista,123.3,110.8,123.8,143.4,167.4,179.3,190.6,222,229.1,260.9,283.3,306.8,320.9,370.6
Czechia,Spreads,Revenue,Chocolate Spreads,million USD (US$),Statista,25.74,22.34,22.98,25.53,28.62,29.51,30.61,35.31,39.11,40.79,42.67,44.57,46.41,48.24
Czechia,Spreads,Revenue,Jams & Marmalades,million USD (US$),Statista,96.1,87.18,99.07,116,136.8,147.8,157.9,184.3,187.2,217.1,237.5,259,271.1,318.7
Czechia,Spreads,Revenue,Peanut Butter,million USD (US$),Statista,1.468,1.328,1.728,1.841,1.963,1.964,2.104,2.44,2.755,2.939,3.088,3.24,3.373,3.598
Czechia,Spreads,Revenue Change,Total,percent,Statista,,-10.138,11.733,15.832,16.736,7.109,6.302,16.474,3.198,13.88,8.586,8.295,4.596,15.488
Czechia,Spreads,Revenue Change,Chocolate Spreads,percent,Statista,,-13.209,2.865,11.097,12.103,3.11,3.728,15.354,10.762,4.296,4.609,4.453,4.128,3.943
Czechia,Spreads,Revenue Change,Jams & Marmalades,percent,Statista,,-9.282,13.638,17.089,17.931,8.041,6.834,16.719,1.574,15.972,9.397,9.053,4.672,17.558
Czechia,Spreads,Revenue Change,Peanut Butter,percent,Statista,,-9.537,30.12,6.539,6.627,0.051,7.128,15.97,12.91,6.679,5.07,4.922,4.105,6.671
Czechia,Spreads,Average Revenue per Capita,Total,USD (US$),Statista,11.64,10.46,11.66,13.48,15.7,16.77,17.8,20.7,21.34,24.27,26.34,28.52,29.83,34.45
Czechia,Spreads,Average Revenue per Capita,Chocolate Spreads,USD (US$),Statista,2.431,2.108,2.164,2.4,2.683,2.761,2.858,3.292,3.642,3.796,3.968,4.143,4.313,4.484
Czechia,Spreads,Average Revenue per Capita,Jams & Marmalades,USD (US$),Statista,9.073,8.223,9.329,10.9,12.83,13.83,14.74,17.18,17.44,20.21,22.09,24.07,25.2,29.63
Czechia,Spreads,Average Revenue per Capita,Peanut Butter,USD (US$),Statista,0.139,0.125,0.163,0.173,0.184,0.184,0.197,0.228,0.257,0.274,0.287,0.301,0.314,0.335
Czechia,Spreads,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.76,99.726,99.688,99.643,99.591,99.529,,
Czechia,Spreads,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.24,0.274,0.312,0.357,0.409,0.471,,
Czechia,Spreads,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Spreads,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Spreads,Volume,Total,million kilograms,Statista,44.835,47.764,53.016,57.586,61.436,67.735,70.782,73.847,69.414,77.956,83.29,88.724,91.029,103.973
Czechia,Spreads,Volume,Chocolate Spreads,million kilograms,Statista,5.302,5.368,5.379,5.511,5.551,5.803,5.843,5.977,6.076,6.195,6.353,6.506,6.641,6.768
Czechia,Spreads,Volume,Jams & Marmalades,million kilograms,Statista,39.172,42.016,47.155,51.601,55.43,61.472,64.46,67.377,62.828,71.229,76.389,81.654,83.812,96.603
Czechia,Spreads,Volume,Peanut Butter,million kilograms,Statista,0.361,0.38,0.482,0.474,0.454,0.46,0.479,0.493,0.51,0.532,0.548,0.564,0.576,0.602
Czechia,Spreads,Volume Change,Total,percent,Statista,,6.534,10.995,8.619,6.685,10.254,4.498,4.331,-6.003,12.305,6.843,6.524,2.598,14.22
Czechia,Spreads,Volume Change,Chocolate Spreads,percent,Statista,,1.24,0.202,2.46,0.729,4.541,0.68,2.306,1.643,1.959,2.559,2.408,2.078,1.907
Czechia,Spreads,Volume Change,Jams & Marmalades,percent,Statista,,7.26,12.231,9.428,7.421,10.899,4.862,4.525,-6.751,13.37,7.244,6.892,2.643,15.261
Czechia,Spreads,Volume Change,Peanut Butter,percent,Statista,,5.485,26.841,-1.767,-4.169,1.401,4.006,2.852,3.599,4.302,3.007,2.854,2.078,4.582
Czechia,Spreads,Average Volume per Capita,Total,kilograms,Statista,4.233,4.505,4.993,5.412,5.76,6.337,6.61,6.886,6.465,7.254,7.746,8.248,8.461,9.664
Czechia,Spreads,Average Volume per Capita,Chocolate Spreads,kilograms,Statista,0.501,0.506,0.507,0.518,0.52,0.543,0.546,0.557,0.566,0.576,0.591,0.605,0.617,0.629
Czechia,Spreads,Average Volume per Capita,Jams & Marmalades,kilograms,Statista,3.699,3.963,4.441,4.849,5.197,5.751,6.019,6.283,5.852,6.628,7.104,7.591,7.79,8.979
Czechia,Spreads,Average Volume per Capita,Peanut Butter,kilograms,Statista,0.034,0.036,0.045,0.045,0.043,0.043,0.045,0.046,0.048,0.05,0.051,0.052,0.054,0.056
Czechia,Spreads & Sweeteners,Price per Unit,Average,USD (US$),Statista,2.412,2.009,1.999,2.106,2.276,2.182,2.2,2.434,2.68,2.694,2.738,2.784,2.829,2.841
Czechia,Spreads & Sweeteners,Price per Unit,Spreads,USD (US$),Statista,2.75,2.321,2.335,2.49,2.725,2.646,2.693,3.006,3.3,3.346,3.401,3.458,3.525,3.564
Czechia,Spreads & Sweeteners,Price per Unit,Sweeteners,USD (US$),Statista,2.005,1.635,1.595,1.644,1.738,1.629,1.612,1.748,1.935,1.906,1.925,1.947,1.976,1.958
Czechia,Spreads & Sweeteners,Revenue,Total,million USD (US$),Statista,198.2,176,194.1,222.3,256.7,271.8,286,329.7,340.9,384,414.3,445.7,467.5,537.4
Czechia,Spreads & Sweeteners,Revenue,Spreads,million USD (US$),Statista,123.3,110.8,123.8,143.4,167.4,179.3,190.6,222,229.1,260.9,283.3,306.8,320.9,370.6
Czechia,Spreads & Sweeteners,Revenue,Sweeteners,million USD (US$),Statista,74.87,65.12,70.37,78.93,89.25,92.58,95.4,107.7,111.8,123.2,131,138.9,146.6,166.8
Czechia,Spreads & Sweeteners,Revenue Change,Total,percent,Statista,,-11.201,10.284,14.529,15.475,5.882,5.224,15.28,3.397,12.643,7.891,7.579,4.891,14.952
Czechia,Spreads & Sweeteners,Revenue Change,Spreads,percent,Statista,,-10.138,11.733,15.832,16.736,7.109,6.302,16.474,3.198,13.88,8.586,8.295,4.596,15.488
Czechia,Spreads & Sweeteners,Revenue Change,Sweeteners,percent,Statista,,-13.023,8.062,12.164,13.075,3.731,3.046,12.893,3.807,10.197,6.331,6.031,5.544,13.779
Czechia,Spreads & Sweeteners,Average Revenue per Capita,Total,USD (US$),Statista,18.71,16.6,18.28,20.89,24.07,25.43,26.71,30.75,31.75,35.74,38.53,41.43,43.46,49.95
Czechia,Spreads & Sweeteners,Average Revenue per Capita,Spreads,USD (US$),Statista,11.64,10.46,11.66,13.48,15.7,16.77,17.8,20.7,21.34,24.27,26.34,28.52,29.83,34.45
Czechia,Spreads & Sweeteners,Average Revenue per Capita,Sweeteners,USD (US$),Statista,7.07,6.142,6.627,7.417,8.368,8.661,8.909,10.05,10.41,11.46,12.18,12.91,13.63,15.51
Czechia,Spreads & Sweeteners,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.76,99.726,99.688,99.643,99.591,99.529,,
Czechia,Spreads & Sweeteners,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.24,0.274,0.312,0.357,0.409,0.471,,
Czechia,Spreads & Sweeteners,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Spreads & Sweeteners,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Spreads & Sweeteners,Volume,Total,million kilograms,Statista,82.171,87.591,97.129,105.587,112.782,124.568,129.972,135.491,127.193,142.569,151.326,160.087,165.257,189.172
Czechia,Spreads & Sweeteners,Volume,Spreads,million kilograms,Statista,44.835,47.764,53.016,57.586,61.436,67.735,70.782,73.847,69.414,77.956,83.29,88.724,91.029,103.973
Czechia,Spreads & Sweeteners,Volume,Sweeteners,million kilograms,Statista,37.336,39.827,44.113,48.001,51.346,56.833,59.19,61.644,57.779,64.613,68.036,71.363,74.228,85.2
Czechia,Spreads & Sweeteners,Volume Change,Total,percent,Statista,,6.596,10.889,8.708,6.814,10.45,4.338,4.246,-6.124,12.089,6.142,5.789,3.229,14.472
Czechia,Spreads & Sweeteners,Volume Change,Spreads,percent,Statista,,6.534,10.995,8.619,6.685,10.254,4.498,4.331,-6.003,12.305,6.843,6.524,2.598,14.22
Czechia,Spreads & Sweeteners,Volume Change,Sweeteners,percent,Statista,,6.67,10.762,8.815,6.968,10.685,4.148,4.145,-6.27,11.829,5.297,4.891,4.014,14.781
Czechia,Spreads & Sweeteners,Average Volume per Capita,Total,kilograms,Statista,7.759,8.262,9.147,9.923,10.574,11.654,12.137,12.634,11.846,13.267,14.074,14.883,15.36,17.583
Czechia,Spreads & Sweeteners,Average Volume per Capita,Spreads,kilograms,Statista,4.233,4.505,4.993,5.412,5.76,6.337,6.61,6.886,6.465,7.254,7.746,8.248,8.461,9.664
Czechia,Spreads & Sweeteners,Average Volume per Capita,Sweeteners,kilograms,Statista,3.525,3.757,4.154,4.511,4.814,5.317,5.527,5.748,5.381,6.013,6.327,6.634,6.899,7.919
Czechia,Sweeteners,Price per Unit,Average,USD (US$),Statista,2.005,1.635,1.595,1.644,1.738,1.629,1.612,1.748,1.935,1.906,1.925,1.947,1.976,1.958
Czechia,Sweeteners,Price per Unit,Artificial Sweeteners,USD (US$),Statista,19.62,16.74,17.09,18.42,20.37,19.95,20.43,22.93,24.98,25.55,26.07,26.59,27.12,27.66
Czechia,Sweeteners,Price per Unit,Honey,USD (US$),Statista,4.588,3.953,4.079,4.448,4.976,4.937,5.082,5.735,6.249,6.392,6.52,6.651,6.784,6.919
Czechia,Sweeteners,Price per Unit,Sugar,USD (US$),Statista,1.437,1.166,1.133,1.163,1.226,1.145,1.132,1.227,1.337,1.367,1.395,1.423,1.451,1.48
Czechia,Sweeteners,Revenue,Total,million USD (US$),Statista,74.87,65.12,70.37,78.93,89.25,92.58,95.4,107.7,111.8,123.2,131,138.9,146.6,166.8
Czechia,Sweeteners,Revenue,Artificial Sweeteners,million USD (US$),Statista,7.406,6.262,6.574,7.157,7.849,7.888,7.866,8.588,9.027,8.861,8.937,8.988,9.376,9.6
Czechia,Sweeteners,Revenue,Honey,million USD (US$),Statista,20.92,18.23,19.74,22.18,25.13,26.12,26.97,30.52,33.11,33.62,35.16,36.74,38.23,40.22
Czechia,Sweeteners,Revenue,Sugar,million USD (US$),Statista,46.55,40.62,44.05,49.59,56.27,58.57,60.57,68.64,69.67,80.69,86.9,93.19,99.04,117
Czechia,Sweeteners,Revenue Change,Total,percent,Statista,,-13.023,8.062,12.164,13.075,3.731,3.046,12.893,3.807,10.197,6.331,6.031,5.544,13.779
Czechia,Sweeteners,Revenue Change,Artificial Sweeteners,percent,Statista,,-15.447,4.982,8.868,9.669,0.497,-0.279,9.179,5.112,-1.839,0.858,0.571,4.317,2.389
Czechia,Sweeteners,Revenue Change,Honey,percent,Statista,,-12.859,8.283,12.361,13.3,3.94,3.254,13.163,8.486,1.54,4.581,4.494,4.056,5.205
Czechia,Sweeteners,Revenue Change,Sugar,percent,Statista,,-12.739,8.444,12.577,13.47,4.087,3.415,13.323,1.501,15.817,7.696,7.238,6.277,18.134
Czechia,Sweeteners,Average Revenue per Capita,Total,USD (US$),Statista,7.07,6.142,6.627,7.417,8.368,8.661,8.909,10.05,10.41,11.46,12.18,12.91,13.63,15.51
Czechia,Sweeteners,Average Revenue per Capita,Artificial Sweeteners,USD (US$),Statista,0.699,0.591,0.619,0.673,0.736,0.738,0.735,0.801,0.841,0.825,0.831,0.836,0.872,0.892
Czechia,Sweeteners,Average Revenue per Capita,Honey,USD (US$),Statista,1.975,1.72,1.859,2.085,2.357,2.444,2.518,2.846,3.084,3.128,3.27,3.415,3.553,3.739
Czechia,Sweeteners,Average Revenue per Capita,Sugar,USD (US$),Statista,4.395,3.832,4.149,4.66,5.276,5.48,5.656,6.4,6.489,7.509,8.082,8.663,9.205,10.87
Czechia,Sweeteners,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.76,99.726,99.688,99.643,99.591,99.529,,
Czechia,Sweeteners,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.24,0.274,0.312,0.357,0.409,0.471,,
Czechia,Sweeteners,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Sweeteners,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Sweeteners,Volume,Total,million kilograms,Statista,37.336,39.827,44.113,48.001,51.346,56.833,59.19,61.644,57.779,64.613,68.036,71.363,74.228,85.2
Czechia,Sweeteners,Volume,Artificial Sweeteners,million kilograms,Statista,0.377,0.374,0.385,0.388,0.385,0.395,0.385,0.375,0.361,0.347,0.343,0.338,0.346,0.347
Czechia,Sweeteners,Volume,Honey,million kilograms,Statista,4.56,4.611,4.839,4.988,5.051,5.291,5.307,5.321,5.299,5.259,5.392,5.524,5.635,5.813
Czechia,Sweeteners,Volume,Sugar,million kilograms,Statista,32.399,34.842,38.889,42.625,45.91,51.146,53.498,55.948,52.118,59.008,62.3,65.501,68.247,79.04
Czechia,Sweeteners,Volume Change,Total,percent,Statista,,6.67,10.762,8.815,6.968,10.685,4.148,4.145,-6.27,11.829,5.297,4.891,4.014,14.781
Czechia,Sweeteners,Volume Change,Artificial Sweeteners,percent,Statista,,-0.91,2.849,0.986,-0.792,2.578,-2.622,-2.688,-3.534,-4.046,-1.127,-1.393,2.267,0.384
Czechia,Sweeteners,Volume Change,Honey,percent,Statista,,1.116,4.95,3.063,1.274,4.754,0.301,0.267,-0.419,-0.761,2.539,2.443,2.013,3.155
Czechia,Sweeteners,Volume Change,Sugar,percent,Statista,,7.54,11.616,9.608,7.705,11.406,4.599,4.579,-6.845,13.219,5.58,5.137,4.192,15.814
Czechia,Sweeteners,Average Volume per Capita,Total,kilograms,Statista,3.525,3.757,4.154,4.511,4.814,5.317,5.527,5.748,5.381,6.013,6.327,6.634,6.899,7.919
Czechia,Sweeteners,Average Volume per Capita,Artificial Sweeteners,kilograms,Statista,0.036,0.035,0.036,0.037,0.036,0.037,0.036,0.035,0.034,0.032,0.032,0.031,0.032,0.032
Czechia,Sweeteners,Average Volume per Capita,Honey,kilograms,Statista,0.431,0.435,0.456,0.469,0.474,0.495,0.496,0.496,0.494,0.489,0.501,0.514,0.524,0.54
Czechia,Sweeteners,Average Volume per Capita,Sugar,kilograms,Statista,3.059,3.287,3.662,4.006,4.304,4.785,4.996,5.217,4.854,5.491,5.794,6.089,6.343,7.347
Czechia,Confectionery & Snacks,Price per Unit,Average,USD (US$),Statista,5.088,4.315,4.299,4.589,5.035,4.904,5.017,5.617,6.11,6.242,6.35,6.462,6.589,6.676
Czechia,Confectionery & Snacks,Price per Unit,Confectionery,USD (US$),Statista,4.831,4.079,4.042,4.297,4.691,4.547,4.64,5.182,5.64,5.764,5.859,5.955,6.076,6.16
Czechia,Confectionery & Snacks,Price per Unit,Snack Food,USD (US$),Statista,6.589,5.735,5.877,6.438,7.251,7.247,7.492,8.487,9.268,9.498,9.712,9.93,10.12,10.35
Czechia,Confectionery & Snacks,Revenue,Total,billion USD (US$),Statista,3.057,2.649,2.753,3.025,3.32,3.398,3.509,3.997,4.441,4.633,4.836,5.04,5.264,5.532
Czechia,Confectionery & Snacks,Revenue,Confectionery,billion USD (US$),Statista,2.48,2.147,2.226,2.445,2.678,2.734,2.816,3.202,3.569,3.731,3.892,4.054,4.238,4.475
Czechia,Confectionery & Snacks,Revenue,Snack Food,billion USD (US$),Statista,0.577,0.501,0.526,0.58,0.642,0.664,0.693,0.796,0.873,0.902,0.944,0.986,1.026,1.057
Czechia,Confectionery & Snacks,Revenue Change,Total,percent,Statista,,-13.346,3.926,9.88,9.752,2.349,3.267,13.907,11.108,4.323,4.382,4.218,4.444,5.091
Czechia,Confectionery & Snacks,Revenue Change,Confectionery,percent,Statista,,-13.427,3.68,9.838,9.53,2.091,2.999,13.707,11.462,4.539,4.315,4.162,4.539,5.592
Czechia,Confectionery & Snacks,Revenue Change,Snack Food,percent,Statista,,-13.13,4.965,10.106,10.749,3.474,4.336,14.848,9.675,3.38,4.555,4.547,4.015,3.021
Czechia,Confectionery & Snacks,Average Revenue per Capita,Total,USD (US$),Statista,288.6,249.9,259.2,284.2,311.3,317.9,327.7,372.7,413.7,431.2,449.7,468.6,489.2,514.2
Czechia,Confectionery & Snacks,Average Revenue per Capita,Confectionery,USD (US$),Statista,234.1,202.6,209.7,229.8,251.1,255.7,262.9,298.5,332.4,347.2,362,376.9,393.9,416
Czechia,Confectionery & Snacks,Average Revenue per Capita,Snack Food,USD (US$),Statista,54.51,47.31,49.57,54.47,60.18,62.14,64.71,74.21,81.3,83.98,87.75,91.7,95.37,98.25
Czechia,Confectionery & Snacks,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.723,99.692,99.659,99.621,99.578,99.529,,
Czechia,Confectionery & Snacks,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.277,0.308,0.341,0.379,0.422,0.471,,
Czechia,Confectionery & Snacks,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Confectionery & Snacks,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Confectionery & Snacks,Volume,Total,million kilograms,Statista,600.868,613.956,640.33,659.075,659.456,692.929,699.341,711.663,726.922,742.311,761.503,780.073,798.846,828.663
Czechia,Confectionery & Snacks,Volume,Confectionery,million kilograms,Statista,513.252,526.507,550.767,569.037,570.934,601.269,606.844,617.879,632.745,647.305,664.349,680.737,697.469,726.553
Czechia,Confectionery & Snacks,Volume,Snack Food,million kilograms,Statista,87.616,87.449,89.563,90.038,88.522,91.66,92.497,93.784,94.177,95.006,97.154,99.336,101.376,102.11
Czechia,Confectionery & Snacks,Volume Change,Total,percent,Statista,,2.178,4.296,2.927,0.058,5.076,0.925,1.762,2.144,2.117,2.585,2.439,2.407,3.733
Czechia,Confectionery & Snacks,Volume Change,Confectionery,percent,Statista,,2.583,4.608,3.317,0.333,5.313,0.927,1.818,2.406,2.301,2.633,2.467,2.458,4.17
Czechia,Confectionery & Snacks,Volume Change,Snack Food,percent,Statista,,-0.191,2.417,0.531,-1.684,3.545,0.913,1.392,0.419,0.88,2.261,2.245,2.054,0.723
Czechia,Confectionery & Snacks,Average Volume per Capita,Total,kilograms,Statista,56.733,57.913,60.301,61.937,61.83,64.825,65.304,66.358,67.704,69.079,70.822,72.52,74.25,77.023
Czechia,Confectionery & Snacks,Average Volume per Capita,Confectionery,kilograms,Statista,48.461,49.664,51.867,53.476,53.53,56.25,56.667,57.614,58.932,60.237,61.786,63.285,64.828,67.532
